Month,Date,Country,Gateway,Telco,Shortcode,Keyword,Offer ID,Affiliate ID,Total Sales,ECPA,Day 1,Week 1,Month 3 (A),Month 3 (P),Month 4 (A),Month 4 (P),Month 5 (A),Month 5 (P),Month 6 (A),Month 6 (P)
2023/2,2023-02-14,egypt,mondiamedia,etisalat,7786,a4a,347,151,122,0.032786885,0.003730652,0.007668572,0.08552653,0.037379026,0.104699907,0.04131151,0.110574638,0.04810001,0.111455873,0.04901824
2023/1,2023-01-27,uae,mondiamedia,etisalat,1741,gz,201,450,30,1.126666667,0.0,0.091487075,0.326733159,0.502663,0.39208623,0.62743336,0.53583754,0.704179,0.601178779,0.78897774
2023/8,2023-08-27,saudiarabia,actel,mobily,606068,98,1024,479.0,95,4.3,0.003479104,0.015656353,0.267930897,0.13968375,0.440165726,0.25866163,0.588083787,0.3237518,0.716867274,0.39856926
2023/7,2023-07-30,thailand,macrokiosk,ais,4541583,b6,91,169,34,0.16,0.0,0.007239785,0.039452254,0.04283699,0.042881912,0.047678478,0.042881912,0.05530738,0.042881912,0.056855686
2023/8,2023-08-11,uae,mondiamedia,etisalat,1741,md,1261,104,128,2.01171875,0.0,0.202147251,1.154695698,1.4730059,1.415058065,1.7070612,1.562100359,1.9811976,1.655011828,2.183972
2023/12,2023-12-28,jordan,mondiamedia,orange,8896201,mx,252,473,131,0.25,0.0,0.015687223,0.01725568,0.07660483,0.01725568,0.08876865,0.01725568,0.107653536,0.01725568,0.12726554
2023/5,2023-05-23,uae,actel,etisalat,1111,plx,1025,428,101,2.985294118,0.082651737,0.263982585,1.101166524,0.9675637,1.307343166,1.0937428,1.407331128,1.1872435,1.442845322,1.2438127
2023/4,2023-04-24,qatar,actel,vodafone,97710,amt,1000016,451,144,2.5,0.022714265,0.061933166,0.134760918,0.19703412,0.13999719,0.20921025,0.142741087,0.24011077,0.142741087,0.2547083
2023/10,2023-10-26,egypt,mondiamedia,orange,7810,pz,994,151.0,101,0.148514851,0.004872441,0.022129696,0.204161821,0.1356425,0.255287694,0.1622661,0.291191967,0.187533,0.295728978,0.21121266
2022/11,2022-11-16,kuwait,tpay,stc,50917,tmg,148,104,37,0.864864865,0.0,0.111248545,0.263757839,0.5092518,0.265638952,0.55617964,0.280610373,0.6135621,0.320328468,0.63481057
2023/8,2023-08-23,malaysia,maxis,maxis,32775,bab5,1312,151,66,1.515151515,0.1354866,0.222585128,0.813962834,0.915262,0.97203324,1.0510995,1.167340493,1.1251696,1.366536237,1.1681979
2023/1,2023-01-04,egypt,mondiamedia,orange,7810,a4a,347,383,32,0.0625,0.010679827,0.010679827,0.022064972,0.05173271,0.034495238,0.05634981,0.044848582,0.054699674,0.049975484,0.058545835
2023/11,2023-11-13,greece,datasms,cosmote,19577,gb,1013,353,51,3.441176471,0.230791823,0.423118342,2.36689722,1.5024009,2.652666284,1.6477185,2.682178378,1.7260133,2.682178378,1.7640458
2023/4,2023-04-29,saudiarabia,tpay,mobily,42003,ed,49,210,34,0.367647059,0.015094504,0.185055175,1.23127682,0.58457243,1.491826716,0.6005228,1.695767704,0.6294839,2.115022809,0.66362965
2022/11,2022-11-06,malaysia,dcbumobile,umobile,12668,gs,90,440,42,2.0,0.719120128,1.130045915,4.998060617,3.0281992,6.198511518,3.4440293,7.067855648,3.7801979,7.928018961,3.971682
2022/10,2022-10-15,palestine,mondiamedia,jawwal,8897001,mx,111,450,57,0.631578947,0.008318018,0.016636036,0.085815529,0.100702435,0.088638376,0.10689224,0.088638376,0.1226699,0.0967672,0.1313219
2023/6,2023-06-30,egypt,mondiamedia,etisalat,7786,a4a,347,383,124,0.032520325,0.005537238,0.012739857,0.077999692,0.06405328,0.081637508,0.06979081,0.086126754,0.070484884,0.088324695,0.0753597
2023/1,2023-01-15,jordan,mondiamedia,orange,8896201,mx,373,342,87,0.17816092,0.023626985,0.040165875,0.070877294,0.14119251,0.080326756,0.16872086,0.080326756,0.20688334,0.158258858,0.24711478
2023/3,2023-03-01,egypt,mondiamedia,etisalat,7786,a4a,347,151,104,0.038834951,0.00315405,0.004017113,0.031056497,0.025849395,0.034993478,0.027861677,0.044368507,0.03287486,0.052863208,0.032462105
2023/12,2023-12-17,thailand,qr,ais,4219501,g1,1110,206,96,0.233333333,0.001313596,0.003283989,0.032530129,0.046384048,0.037707557,0.05181628,0.037707557,0.05999136,0.037707557,0.061949134
2022/12,2022-12-22,malaysia,dcbumobile,umobile,12668,gs,90,174,76,2.0,0.762930556,1.054048794,2.483194691,2.849188,2.664252277,3.2632947,2.805096974,3.6142273,2.952508981,3.8214192
2023/10,2023-10-29,egypt,mondiamedia,orange,7810,gz,1117,486.0,1270,0.037795276,0.006183748,0.021647613,0.064169757,0.07317569,0.07362244,0.078587666,0.077111395,0.08100506,0.077185681,0.083060496
2022/11,2022-11-06,palestine,mondiamedia,ooredoo,7902,a4,115,52,82,0.274390244,0.070480564,0.155543314,0.745175125,0.825141,0.912754863,0.9291928,1.093626061,1.0222812,1.231874302,1.0961807
2023/5,2023-05-23,thailand,macrokiosk,ais,4541583,b6,91,169,45,0.16,0.005520641,0.005520641,0.016139668,0.037757836,0.021540488,0.04175341,0.021540488,0.04860024,0.021540488,0.0495622
2023/11,2023-11-14,malaysia,maxis,maxis,33186,fnp,1495,210,70,2.0,0.524714025,0.524714025,3.257880174,2.5478587,3.672646821,2.7245147,3.672646821,2.7673519,3.672646821,2.7281575
2023/3,2023-03-08,uae,tpay,etisalat,1151,ed,457,460,30,1.633333333,0.277356621,0.277356621,1.745869581,1.2083642,2.286995228,1.4094471,2.793608775,1.6080009,3.230255123,1.6947453
2023/11,2023-11-10,malaysia,maxis,maxis,32775,d48,1329,511,56,1.518518519,0.140323522,0.18349999,0.645931578,0.6376378,0.784564796,0.7206451,0.821932347,0.7634819,0.821932347,0.79839385
2023/11,2023-11-19,jordan,tpay,orange,99222,fp,1430,484,97,0.350526316,0.029301431,0.083509079,0.092299095,0.09537553,0.092299095,0.09982967,0.092299095,0.09949041,0.092299095,0.1050961
2023/5,2023-05-11,oman,mondiamedia,ooredoo,92023,a4a,966,104,57,1.00877193,0.150641525,0.237217114,0.514276616,0.4717656,0.667525009,0.5382957,0.785290331,0.6141554,0.866714315,0.6599494
2023/9,2023-09-27,egypt,mondiamedia,etisalat,7786,pz,213,319.0,40,0.0125,0.003951239,0.014755894,0.112561026,0.06235991,0.119293987,0.06972909,0.123245111,0.07756455,0.137529953,0.081607334
2023/9,2023-09-01,egypt,mondiamedia,etisalat,7786,pz,994,52.0,51,0.082352941,0.001597928,0.001597928,0.00897556,0.029375449,0.00897556,0.03197498,0.00897556,0.0375311,0.00897556,0.037525393
2023/10,2023-10-17,egypt,mondiamedia,etisalat,7786,pz,994,494.0,30,0.083333333,0.00370449,0.005268608,0.078802068,0.042822897,0.086256522,0.047662035,0.092316758,0.055288777,0.096212624,0.056835443
2023/5,2023-05-20,uae,actel,etisalat,1111,g4,901,195,67,3.008955224,0.155630065,0.711973666,5.1775698,3.3915048,6.35124173,3.8236043,7.432104544,4.2066646,8.483110682,4.40534
2023/8,2023-08-27,palestine,mondiamedia,jawwal,8897001,mx,1046,459.0,547,0.222222222,0.014816859,0.036954803,0.178244948,0.14456204,0.200025701,0.16072944,0.217580565,0.1803891,0.238120998,0.1957642
2023/9,2023-09-03,malaysia,maxis,maxis,32775,bab2,868,378.0,49,1.795918367,0.145672061,0.316678393,0.975265504,1.0597173,1.126634989,1.1948065,1.259143708,1.3195555,1.374997787,1.3879886
2023/7,2023-07-07,qatar,actel,ooredoo,92875,mob,1204,500,30,1.5,0.117170756,0.18396083,0.491149446,0.321594,0.491149446,0.35799173,0.491149446,0.37201118,0.491149446,0.3829087
2023/12,2023-12-13,egypt,mondiamedia,etisalat,7786,pz,1487,147,60,0.125,0.004501246,0.006367616,0.024223574,0.039124966,0.024223574,0.04334823,0.024223574,0.050405562,0.024223574,0.051525347
2023/10,2023-10-30,malaysia,maxis,maxis,33186,fnp,1495,382.0,57,2.0,0.532453,0.532453,3.650842708,3.754772,4.327458536,4.28601,4.584646134,4.5813756,4.584646134,4.668344
2022/11,2022-11-29,thailand,macrokiosk,ais,4541560,b1,85,174,193,0.131958763,0.005145524,0.015035501,0.083878079,0.069108486,0.097489204,0.076867476,0.108938983,0.08208546,0.116013491,0.087893404
2023/11,2023-11-05,egypt,mondiamedia,etisalat,7786,a4a,1117,486,2105,0.042436345,0.002038145,0.003700313,0.012097492,0.010906465,0.014102336,0.010430068,0.015033889,0.013142362,0.015033889,0.011004582
2023/3,2023-03-29,egypt,mondiamedia,orange,7810,a4a,491,151,50,0.018,0.006894842,0.013760272,0.109574396,0.04261297,0.109574396,0.046876803,0.111214716,0.05238115,0.111214716,0.054083325
2023/2,2023-02-14,palestine,mondiamedia,jawwal,8897001,mx,111,151,116,0.181034483,0.011193982,0.023787212,0.129817527,0.12173079,0.147855551,0.1358045,0.158933485,0.15634951,0.164829002,0.17163227
2023/7,2023-07-21,jordan,mondiamedia,orange,8896201,gz,375,319,51,0.223529412,0.008058699,0.008058699,0.064531006,0.05899162,0.064531006,0.06570473,0.064531006,0.06839681,0.064531006,0.07363264
2023/6,2023-06-01,jordan,comviva,zain,90910,mx,374,319,231,0.525641026,0.096840131,0.159248216,0.575358104,0.43451348,0.678066271,0.4925586,0.762628049,0.5885751,0.855249427,0.6212156
2023/6,2023-06-11,thailand,qr,ais,4591201,c2,689,457,82,0.087804878,0.008290081,0.019343523,0.114349639,0.08021397,0.142822536,0.09064053,0.154714502,0.101549536,0.165415457,0.1076255
2023/12,2023-12-26,malaysia,maxis,maxis,32775,d47,1327,440,147,1.37414966,0.105117698,0.208133042,0.810301307,0.74188286,0.817418936,0.8172539,0.817418936,0.8558661,0.817418936,0.8774899
2022/10,2022-10-13,jordan,mondiamedia,orange,8896201,gz,147,450,87,0.396551724,0.011019712,0.018890935,0.121199212,0.108077355,0.142453514,0.12772395,0.17315761,0.15023169,0.227492016,0.17342047
2023/10,2023-10-03,malaysia,maxis,maxis,32775,bab8,1313,500.0,89,1.505617978,0.099933651,0.141285506,0.567654625,0.60341734,0.669790558,0.7010633,0.752463413,0.8156641,0.787731663,0.90434074
2023/3,2023-03-19,jordan,mondiamedia,orange,8896201,mx,374,463,48,0.2625,0.004281787,0.012845362,0.141277274,0.07882669,0.209770187,0.09173656,0.248338906,0.121114165,0.248338906,0.14875309
2023/8,2023-08-16,iraq,iraqcom,asiacell,2920,1,3742,75,74,0.072972973,0.0,0.021862034,0.165652728,0.16723712,0.184221089,0.19043303,0.194171272,0.22055335,0.204765489,0.23581827
2023/7,2023-07-19,kenya,socialcom,safaricom,21271,4,459,483,144,0.294520548,0.005798071,0.012934159,0.052516481,0.031169556,0.066810541,0.034067884,0.074636519,0.03990026,0.08191771,0.040101662
2023/8,2023-08-04,malaysia,dcbumobile,umobile,12668,gs,90,104,41,2.5,0.754047444,1.140266867,3.958494108,3.590304,4.779281598,4.1894817,5.277607856,4.6605754,5.800976319,4.9960985
2023/10,2023-10-07,uae,actel,etisalat,1111,g4,1278,323.0,44,1.977272727,0.068122753,0.330356474,1.571672349,1.3168608,1.703109013,1.4575297,1.835288764,1.5482101,1.874165208,1.5824647
2023/4,2023-04-11,jordan,comviva,zain,90910,mx,252,353,61,0.466666667,0.030450115,0.071775271,0.163629236,0.30927953,0.176677445,0.36902565,0.176677445,0.4041897,0.176677445,0.430647
2023/8,2023-08-24,saudiarabia,actel,stc,801751,11,1024,479,59,4.3,0.213235416,0.234920374,0.581953979,0.37555972,0.679547135,0.42338017,0.737391687,0.48285133,0.788012624,0.5264982
2022/12,2022-12-23,uae,mondiamedia,etisalat,1741,gz,143,323,45,1.555555556,0.032090026,0.117760232,0.306153786,0.8566247,0.341006478,0.9888738,0.436859214,1.1921742,0.558836761,1.3635666
2023/11,2023-11-22,greece,datasms,cosmote,19577,gb,1231,151,31,3.274193548,0.221485701,0.601175474,2.531499823,1.7307997,2.936350711,1.8398215,2.936350711,1.91258,2.936350711,1.9345909
2023/2,2023-02-28,jordan,mondiamedia,orange,8896201,mx,374,319,54,0.166666667,0.030429501,0.053265701,0.315881996,0.21393642,0.350113781,0.26207742,0.39958524,0.2859519,0.414821727,0.31162098
2022/10,2022-10-10,jordan,comviva,zain,90910,px,130,151,30,0.366666667,0.013261942,0.04862712,0.287291011,0.1454773,0.334804253,0.14182977,0.352481861,0.15739423,0.405552061,0.15535158
2023/3,2023-03-08,egypt,mondiamedia,etisalat,7786,a4a,491,151,61,0.043548387,0.002586596,0.011469521,0.029785084,0.04377496,0.029906549,0.048772655,0.029947044,0.056545988,0.031566425,0.058202565
2023/10,2023-10-12,malaysia,maxis,maxis,32775,xbb,1401,151.0,30,1.5,0.153346464,0.337362221,1.053511401,1.1333838,1.197592765,1.3122953,1.365663002,1.4632212,1.400539383,1.5448585
2023/7,2023-07-10,qatar,actel,vodafone,97710,amt,1000016,451,66,0.5,0.014924699,0.027272073,0.152422932,0.09895657,0.166112894,0.10758278,0.166112894,0.112238824,0.166112894,0.119818255
2023/9,2023-09-24,egypt,mondiamedia,orange,7810,pz,1487,147.0,264,0.200757576,0.006135585,0.017164229,0.07624984,0.08100529,0.091677523,0.08780824,0.105645862,0.09702055,0.120981397,0.10893357
2023/11,2023-11-25,malaysia,maxis,maxis,32775,d43,1000087,523,46,1.8,0.236531957,0.416447942,1.203170644,1.3516521,1.371595288,1.5173093,1.380693474,1.6227384,1.380693474,1.6692398
2023/4,2023-04-10,jordan,tpay,umniah,91825,fp,252,353,93,0.096774194,0.009712888,0.024282219,0.112277733,0.06652159,0.132307741,0.074995816,0.154795868,0.08506547,0.175473648,0.089451656
2023/5,2023-05-16,egypt,mondiamedia,etisalat,7786,pz,213,319,34,0.044117647,0.005118604,0.014688757,0.063872278,0.070770524,0.064597727,0.07760742,0.065264555,0.07926095,0.065650287,0.08491765
2023/6,2023-06-24,saudiarabia,actel,mobily,606068,98,942,462,35,0.328571429,0.0,0.014168583,0.193623636,0.123931155,0.236131024,0.14143401,0.316406732,0.16885394,0.429737574,0.18713844
2023/2,2023-02-13,poland,mondiamedia,orange,80715,gamo,475,260,38,1.710526316,0.0,0.144153383,0.673694457,0.49160463,1.021575155,0.5224856,1.070731106,0.60785294,1.121932625,0.63018274
2023/6,2023-06-01,egypt,mondiamedia,etisalat,7786,a4a,347,151,72,0.027777778,0.002984346,0.005865784,0.017960493,0.03210619,0.019137838,0.03516051,0.020785269,0.041137107,0.020785269,0.041446634
2023/8,2023-08-05,thailand,macrokiosk,ais,4541583,b6,91,169,76,0.155844156,0.003238851,0.004858277,0.006477702,0.035938926,0.008012023,0.039631575,0.008012023,0.04619833,0.008012023,0.04695031
2023/2,2023-02-22,thailand,macrokiosk,ais,4541560,b1,65,210,96,0.066666667,0.002658016,0.007974049,0.04199219,0.05387877,0.048298041,0.06064925,0.06194754,0.07026741,0.076050037,0.073286
2023/11,2023-11-18,jordan,comviva,zain,90910,gt,547,459,81,0.45,0.00122865,0.013515151,0.133080148,0.13280302,0.170362717,0.15073605,0.181015523,0.16681176,0.181015523,0.1751459
2023/11,2023-11-17,belgium,mondiamedia,orange,8832001,gz,249,210,55,6.315789474,2.099169489,2.099169489,2.099169489,2.1437566,3.66297719,2.79129,3.975329271,3.2044387,3.975329271,3.4283042
2022/10,2022-10-08,jordan,mondiamedia,orange,8896201,mx,130,450,167,0.374251497,0.012301732,0.016402309,0.052888436,0.07911071,0.061504504,0.089298874,0.066424677,0.10977559,0.075039531,0.12916294
2023/5,2023-05-05,thailand,macrokiosk,ais,4541560,b1,65,457,45,0.12,0.011041281,0.022082562,0.108914407,0.07172875,0.127990376,0.08092581,0.157314071,0.09123875,0.170105684,0.09627408
2022/11,2022-11-03,qatar,tpay,vodafone,97814,tmg,131,440,71,0.295774648,0.070340187,0.106756306,0.346549994,0.27654195,0.386997376,0.31363115,0.407351804,0.32587,0.434738443,0.33935666
2022/10,2022-10-23,jordan,tpay,umniah,91825,gk,147,151,36,0.166666667,0.015675638,0.015675638,0.05330292,0.044970617,0.081511119,0.05016745,0.097188967,0.058124885,0.103461874,0.05991949
2023/1,2023-01-20,jordan,mondiamedia,orange,8896201,mx,374,463,38,0.157894737,0.037865353,0.059502697,0.200084473,0.19169222,0.237944488,0.20481889,0.264973644,0.27055082,0.28660489,0.33376187
2023/3,2023-03-28,saudiarabia,tpay,mobily,42003,ed,49,206,57,0.526315789,0.0,0.029264971,0.225186072,0.20844558,0.25898114,0.24266586,0.288264968,0.2526688,0.308537151,0.2744575
2023/10,2023-10-18,thailand,macrokiosk,ais,4541560,b1,65,457.0,65,0.12,0.010626879,0.021253758,0.053846993,0.07159695,0.063055444,0.08038233,0.073933604,0.08916749,0.08115068,0.09431724
2023/5,2023-05-26,palestine,tpay,ooredoo,7825,ed,1046,459,78,0.6,0.042646026,0.077662662,0.318843348,0.32783923,0.384821861,0.34980434,0.399287914,0.37567168,0.425820884,0.39756733
2023/8,2023-08-16,palestine,tpay,ooredoo,7825,ed,1046,459,64,0.6,0.038718843,0.075474185,0.228247963,0.29609108,0.34191849,0.31640822,0.457042232,0.33993024,0.520116253,0.36042133
2023/12,2023-12-05,indonesia,macrokiosk,satelindo,95799,lucu1,578,372,184,0.198907104,0.001882888,0.003765776,0.02828007,0.021296382,0.034936649,0.022550374,0.034936649,0.026862487,0.034936649,0.025924131
2023/2,2023-02-22,thailand,macrokiosk,ais,4541583,b6,91,402,98,0.073469388,0.002603771,0.014145894,0.073765188,0.060405128,0.087579375,0.0678622,0.097353424,0.0768312,0.108614023,0.080660366
2022/10,2022-10-18,greece,datasms,cosmote,19577,mx,20,238,256,2.4375,0.322380926,0.905146445,4.09655973,3.3917136,4.797976674,3.8593395,5.301077958,4.34025,5.921755007,4.7120314
2022/12,2022-12-12,palestine,mondiamedia,jawwal,8897001,mx,111,456,71,0.316901408,0.017268643,0.039142259,0.189581339,0.23935041,0.194986467,0.27349624,0.20159203,0.30338782,0.203759093,0.32447717
2023/1,2023-01-14,malaysia,maxis,maxis,32775,d40,53,378,312,1.495016611,0.151925262,0.36566839,1.691824331,1.4200988,1.992273085,1.665215,2.183430506,1.8943403,2.405210609,2.0647445
2023/6,2023-06-28,jordan,mondiamedia,zain,97970,flix,815,484,34,0.308823529,0.0,0.018132073,0.090743144,0.04876527,0.120959007,0.054398276,0.12700218,0.061924636,0.12700218,0.06383128
2023/6,2023-06-28,oman,actel,omantel,92931,d,1000049,475,86,2.0,0.042286703,0.128972511,0.638503941,0.669618,0.644849452,0.7135332,0.653307539,0.7517167,0.665993418,0.78153753
2023/12,2023-12-19,egypt,mondiamedia,we,4036,prizeo,994,151,40,0.2,0.010068203,0.020136406,0.202035089,0.13960555,0.206936031,0.15126133,0.206936031,0.1543706,0.206936031,0.15463209
2022/12,2022-12-14,uae,mondiamedia,etisalat,1741,gz,143,319,31,1.35483871,0.117319937,0.200282796,0.865446836,0.6812477,0.89074225,0.79449254,0.953984056,0.86706346,1.029879185,0.93732417
2023/12,2023-12-20,malaysia,maxis,maxis,32775,bab8,1313,500,90,1.511111111,0.113316878,0.202596843,0.85883421,0.74954987,0.889060407,0.82564414,0.889060407,0.85085857,0.889060407,0.8676276
2023/4,2023-04-25,egypt,mondiamedia,etisalat,7786,a4a,347,383,36,0.041666667,0.006608044,0.012940753,0.027568347,0.071396045,0.032033286,0.07735674,0.043463552,0.07832554,0.0508039,0.08284295
2023/7,2023-07-06,qatar,actel,ooredoo,92875,sf,1149,428,66,1.397058824,0.104032597,0.19864397,0.555721303,0.5799209,0.617933648,0.6330365,0.630355297,0.6531051,0.657692997,0.6729406
2023/12,2023-12-19,malaysia,maxis,maxis,33186,fnp,1495,493,79,2.481012658,0.53653825,0.53653825,3.079551606,3.4797835,3.079551606,3.9436371,3.079551606,4.172729,3.079551606,4.2143893
2023/9,2023-09-10,saudiarabia,knc,stc,801984,3,1176,508.0,493,3.0,0.159329157,0.828511615,6.57947584,4.847751,8.312221851,5.8095994,9.921590021,6.836889,11.43435871,7.5976706
2022/12,2022-12-21,palestine,mondiamedia,jawwal,8897001,mx,111,104,40,0.365384615,0.016347649,0.081738246,0.404769377,0.4026984,0.447760582,0.4803761,0.490794151,0.5460804,0.536605329,0.5837184
2022/11,2022-11-10,malaysia,dcbumobile,umobile,12668,gs,90,174,37,2.0,0.719120128,0.952348278,2.735214636,2.683786,3.075883135,3.1014404,3.32251366,3.4645526,3.57149885,3.6955042
2023/3,2023-03-25,palestine,mondiamedia,jawwal,8897001,mx,111,151,47,0.127659574,0.027761658,0.073576935,0.345975254,0.29380918,0.407179863,0.34864143,0.47050488,0.36342454,0.527512394,0.39500278
2023/10,2023-10-18,iraq,iraqcom,asiacell,2920,1,3742,507.0,82,0.476744186,0.0,0.027466997,0.247583428,0.20313516,0.282261697,0.2297988,0.301422807,0.25519606,0.305611564,0.2729085
2023/11,2023-11-01,thailand,qr,ais,4219341,k2,563,372.0,257,0.0975,0.008738823,0.040198584,0.14559324,0.14537108,0.15810412,0.16730717,0.162938051,0.1854272,0.162938051,0.19738775
2023/10,2023-10-17,egypt,mondiamedia,etisalat,7786,a4a,347,494.0,53,0.08490566,0.002376466,0.002587607,0.005772136,0.017546266,0.007511314,0.018175691,0.008739904,0.02191037,0.009719996,0.020539097
2023/8,2023-08-15,thailand,qr,ais,4219341,k2,563,372,171,0.113235294,0.001386228,0.01178294,0.049664591,0.05971128,0.057639955,0.067363106,0.069805909,0.077590294,0.075959004,0.08108656
2023/7,2023-07-04,jordan,mondiamedia,zain,97970,flix,952,384,41,0.204878049,0.005012118,0.025060589,0.140448961,0.057946727,0.145460373,0.063964464,0.145460373,0.06697008,0.145460373,0.06803118
2023/6,2023-06-28,qatar,tpay,vodafone,97814,ed,153,329,39,0.474358974,0.0,0.0902739,0.189543684,0.21602018,0.196437521,0.23730814,0.201029568,0.24010605,0.201029568,0.22738355
2023/4,2023-04-19,thailand,macrokiosk,ais,4541560,b1,85,206,34,0.070588235,0.003624583,0.010873748,0.054097138,0.05580774,0.064712792,0.062809445,0.079009081,0.07243557,0.085923348,0.07548122
2023/6,2023-06-29,palestine,mondiamedia,jawwal,8897001,gz,1105,428,54,0.611111111,0.029209437,0.058499328,0.300348006,0.17795885,0.320961679,0.20370871,0.33443312,0.22091138,0.349042689,0.23442279
2023/5,2023-05-02,thailand,macrokiosk,ais,4541560,b1,85,210,34,0.094117647,0.00730673,0.018266825,0.082598697,0.07706019,0.104318051,0.08556681,0.136072319,0.09059549,0.14284435,0.09677131
2023/5,2023-05-19,jordan,mondiamedia,orange,8896201,mx,783,104,31,0.6,0.006629864,0.053038915,0.139221559,0.25513008,0.139221559,0.28637907,0.139221559,0.31911135,0.139221559,0.3469634
2023/7,2023-07-04,egypt,mondiamedia,etisalat,7786,pz,213,319,44,0.034883721,0.000480712,0.000480712,0.023976035,0.0185351,0.027780659,0.019329213,0.02859232,0.02321615,0.030506198,0.02195903
2023/7,2023-07-09,qatar,actel,ooredoo,92875,mob,1204,500,49,1.5,0.047589594,0.077729297,0.349925223,0.2757407,0.349925223,0.2963724,0.349925223,0.31913385,0.349925223,0.33183444
2022/10,2022-10-09,jordan,tpay,umniah,91825,gk,147,104,537,0.167910448,0.006935813,0.015132683,0.057157907,0.05278943,0.06409532,0.059288453,0.066827581,0.068449825,0.069561026,0.07114703
2023/12,2023-12-03,thailand,qr,dtac,4591116,f1,511,372,90,0.203571429,0.012982063,0.05397805,0.23262991,0.19147757,0.239362506,0.19177447,0.239362506,0.1995726,0.239362506,0.19413021
2023/3,2023-03-21,jordan,comviva,zain,90910,mx,374,463,36,0.533333333,0.064495035,0.064495035,0.17504238,0.2035219,0.211865541,0.22307938,0.248738053,0.24770446,0.28566002,0.26290643
2023/12,2023-12-08,malaysia,maxis,maxis,32775,d43,1000087,451,327,1.794461538,0.18712879,0.346849828,1.160008754,1.0676605,1.267517598,1.148216,1.267517598,1.1876886,1.267517598,1.1942999
2023/12,2023-12-29,egypt,mondiamedia,orange,7810,pz,994,500,50,0.04,0.005742605,0.020891919,0.075234744,0.10404016,0.075234744,0.11520749,0.075234744,0.1259518,0.075234744,0.135489
2023/2,2023-02-10,egypt,mondiamedia,etisalat,7786,mx,247,459,36,0.041666667,0.000682258,0.004214242,0.005216646,0.028330974,0.005216646,0.03075654,0.005216646,0.036151834,0.005216646,0.036025554
2022/11,2022-11-11,thailand,macrokiosk,ais,4541560,b1,85,385,113,0.042477876,0.009764859,0.01660026,0.048868096,0.069208935,0.056619941,0.0775751,0.066211188,0.08440849,0.070599498,0.09065266
2023/1,2023-01-30,jordan,tpay,umniah,91825,gk,375,319,34,0.035294118,0.033214188,0.073037527,0.146072711,0.5592501,0.149393661,0.7107449,0.162666238,0.7646931,0.22907355,0.7935176
2023/9,2023-09-08,malaysia,maxis,maxis,32775,bab2,868,378.0,56,1.777777778,0.227216747,0.277093594,0.781631169,0.9437018,0.802052044,1.0672476,0.848099173,1.1804106,0.889310131,1.2421899
2023/8,2023-08-31,thailand,qr,truemoveh,4219646,f1,604,297.0,80,0.4375,0.045402389,0.146484162,0.423481526,0.40665305,0.424914236,0.42161936,0.42934193,0.4537621,0.430774215,0.4437327
2023/8,2023-08-16,thailand,macrokiosk,ais,4541583,b6,91,169,105,0.116504854,0.0,0.009377245,0.02403852,0.05109557,0.029637248,0.05731249,0.031972644,0.06621304,0.036505416,0.068714716
2023/12,2023-12-24,egypt,mondiamedia,we,4036,a4a,1265,462,32,0.203571429,0.022373785,0.06339239,0.233437402,0.19398874,0.245077139,0.20876712,0.245077139,0.22523114,0.245077139,0.22355223
2022/10,2022-10-03,jordan,tpay,umniah,91825,gk,147,151,115,0.165217391,0.006870019,0.010795743,0.031400961,0.0398577,0.031400961,0.044203,0.031400961,0.05137316,0.031400961,0.052577533
2023/5,2023-05-18,oman,actel,omantel,92932,d,945,462,84,0.875789474,0.060602912,0.149342891,0.489187976,0.7483166,0.523820781,0.82270986,0.547636025,0.87614125,0.562791426,0.9088205
2022/12,2022-12-12,thailand,macrokiosk,ais,4541560,b1,85,385,33,0.048484848,0.014460345,0.028920691,0.07709457,0.0876724,0.08816999,0.097489685,0.099373246,0.1023857,0.114334324,0.10993852
2023/3,2023-03-24,oman,mondiamedia,ooredoo,92023,goz,464,462,214,0.937735849,0.106765734,0.180095115,0.648444901,0.56645775,0.661359761,0.5639735,0.723164842,0.5580004,0.769749341,0.58559954
2023/6,2023-06-14,oman,mondiamedia,omantel,92729,gz,966,104,60,1.375,0.018296928,0.096712333,0.946178367,0.44893423,1.066430116,0.52045035,1.176246229,0.5687889,1.199771638,0.5889606
2023/10,2023-10-02,uae,actel,etisalat,1111,plx,1150,304.0,131,2.0,0.109472869,0.531494346,2.557523039,2.6041055,3.107625246,2.972576,3.465678686,3.3039265,3.724342414,3.5055459
2023/9,2023-09-16,indonesia,macrokiosk,satelindo,95799,lucu1,578,372.0,38,0.092105263,0.018634381,0.02395849,0.047434186,0.038876347,0.068273366,0.04305821,0.076117245,0.05007726,0.081271504,0.051168337
2023/5,2023-05-31,malaysia,maxis,maxis,32775,bab1,870,382,53,1.137254902,0.176644887,0.300264438,1.025221743,0.8594073,1.101344059,0.9795796,1.159210649,1.0874189,1.25615404,1.1525578
2023/11,2023-11-26,egypt,mondiamedia,etisalat,7786,a4a,968,151,38,0.056756757,0.0,0.001170093,0.014671936,0.014490217,0.017064134,0.0146106705,0.017064134,0.017874785,0.017064134,0.01615072
2023/10,2023-10-28,jordan,mondiamedia,orange,8896201,gz,375,319.0,64,0.253125,0.041735661,0.256891866,0.343610286,1.0444459,0.343610286,1.0696449,0.343610286,1.0179133,0.343610286,0.9708866
